Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_22_647.jpg;-7.962427;0;0;0;113.7593;49.55441;0.05699693;304.7116;0.09416065
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_22_714.jpg;-11.95501;0;0;0;113.7593;49.55441;0.04569352;302.6771;0.08619642
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_22_780.jpg;-15;0;0;0;113.7593;49.55441;0.03429868;300.0974;0.07681688
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_22_846.jpg;-15;0;0;0;113.7593;49.55441;0.0207157;296.4974;0.06203948
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_22_912.jpg;-15;0;0;0;113.7593;49.55441;0.01218636;293.7974;0.04974722
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_22_980.jpg;-15;0;0;0;113.7593;49.55441;0.005211486;291.0974;0.03691608
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_23_046.jpg;-15;0;0;0;113.7593;49.55441;-0.001614844;287.4974;0.01970067
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_23_112.jpg;-15;0;0;0;113.7593;49.55441;-0.004930932;284.7975;0.00720523
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_23_180.jpg;-15;0;0;0;113.7593;49.55441;359.9932;282.0975;-0.004560208
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_23_246.jpg;-15;0;0;0;113.7593;49.5544;359.9926;278.4974;359.9814
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_23_312.jpg;-15;0;0;0;113.7593;49.5544;359.9935;275.7974;359.9723
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_23_379.jpg;-15;0;0;0;113.7593;49.5544;-0.004872489;273.0975;359.9646
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_23_445.jpg;-15;0;0;0;113.7593;49.5544;-0.001764657;269.4974;359.9567
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_23_513.jpg;-15;0;0;0;113.7593;49.55441;0.0009581808;266.7975;359.9526
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_23_578.jpg;-15;0;0;0;113.7593;49.5544;0.003787483;264.0975;359.95
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_23_646.jpg;-12.96966;0;0;0;113.7593;49.5544;0.007194442;260.7411;359.9486
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_23_712.jpg;-8.941383;0;0;0;113.7593;49.5544;0.008769462;259.0107;359.9489
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_23_779.jpg;-4.942145;0.1014869;0;0;113.7593;49.55426;0.01239552;258.2089;359.9499
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_23_846.jpg;-0.9555674;0.3008158;0;0;113.7588;49.55235;0.0547545;258.145;359.9518
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_23_911.jpg;0;0.5008829;0;0.03686356;113.7581;49.5489;0.1261636;258.1174;359.9552
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_23_978.jpg;0;0.7019312;0;0.04892761;113.7571;49.54397;0.2227155;257.9498;359.9597
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_24_045.jpg;0;0.899997;0;0.08507121;113.7549;49.53284;0.4269766;257.9227;359.9745
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_24_112.jpg;0;1;0;0.1507339;113.7522;49.51948;0.6498095;258.1553;0.005319239
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_24_178.jpg;0;1;0;0.2201894;113.7484;49.50289;0.8959532;258.268;0.006983508
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_24_245.jpg;0;1;0;0.2609098;113.7426;49.47597;1.238311;258.2103;-0.001676482
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_24_311.jpg;0;1;0;0.3124752;113.7383;49.4557;1.313802;258.2769;-0.005327119
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_24_379.jpg;0;1;0;0.401376;113.734;49.43557;1.179086;258.3623;-0.0004400534
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_24_444.jpg;0;1;0;0.43881;113.7268;49.40119;1.105744;258.378;-0.0002139101
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_24_511.jpg;0;1;0;0.4845852;113.7205;49.37161;1.106578;258.2802;0.0001455422
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_24_578.jpg;0;1;0;0.5581758;113.7134;49.338;1.165245;258.1342;0.0003851849
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_24_645.jpg;0;1;0;0.6008875;113.7029;49.28912;1.235883;258.2031;-0.0008359588
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_24_712.jpg;0;1;0;0.6398309;113.6947;49.25039;1.227926;258.178;-0.001293751
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_24_778.jpg;0;1;0;0.7189575;113.6859;49.20906;1.201545;258.2044;-0.001448745
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_24_845.jpg;0;1;0;0.7788456;113.673;49.14852;1.193913;258.1874;-0.0007408629
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_24_911.jpg;0;1;0;0.8267763;113.6625;49.0994;1.202505;258.1697;-0.001038898
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_24_978.jpg;0;1;0;0.8885062;113.6515;49.04791;1.197797;258.1511;-0.0007004209
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_25_045.jpg;0;1;0;0.9304407;113.6357;48.97346;1.224513;258.2026;-0.0008646033
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_25_112.jpg;0;1;0;0.9911382;113.623;48.91423;1.236841;258.1968;-0.0008809128
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_25_178.jpg;0;1;0;1.055458;113.6099;48.8526;1.229219;258.1898;-0.0008668597
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_25_244.jpg;0;1;0;1.099058;113.5914;48.766;1.222639;258.1801;-0.0004350833
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_25_310.jpg;0;1;0;1.146934;113.5769;48.6977;1.227883;258.1705;-0.0007983283
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_25_377.jpg;0;1;0;1.208027;113.5618;48.62693;1.226757;258.1375;-0.0007280756
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_25_444.jpg;0;1;0;1.255143;113.5406;48.5281;1.233877;258.1014;-0.0008222011
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_25_510.jpg;0;1;0;1.299388;113.524;48.45077;1.237017;258.0778;-0.0007851878
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_25_578.jpg;0;1;0;1.365313;113.5068;48.37066;1.240184;258.0565;-0.0008120622
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_25_644.jpg;0;1;0;1.412374;113.4829;48.2595;1.246175;258.0315;-0.0008612877
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_25_711.jpg;0;1;0;1.458255;113.4642;48.17294;1.24996;258.0187;-0.0009019329
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_25_778.jpg;0;1;0;1.521698;113.4448;48.08362;1.254359;258.0074;-0.0009742691
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_25_844.jpg;0;1;0;1.568341;113.4181;47.96032;1.257445;257.9916;-0.0009305038
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_25_910.jpg;0;1;0;1.614502;113.3974;47.86464;1.262271;257.9824;-0.0009845865
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_25_977.jpg;0;1;0;1.675488;113.376;47.76626;1.265916;257.9697;-0.00099609
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_26_044.jpg;0;1;0;1.721388;113.3466;47.63091;1.270568;257.9555;-0.0009808402
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_26_110.jpg;0;1;0;1.767976;113.3239;47.52625;1.275656;257.9442;-0.00103491
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_26_177.jpg;0;1;0;1.828064;113.3005;47.41888;1.282485;257.9332;-0.001072822
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_26_243.jpg;0;1;0;1.874321;113.2684;47.27167;1.286787;257.9196;-0.001092092
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_26_311.jpg;0;1;0;1.919583;113.2436;47.15815;1.29097;257.9085;-0.001116859
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_26_377.jpg;0;1;0;1.979614;113.2182;47.04201;1.294266;257.8973;-0.001130298
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_26_443.jpg;0;1;0;2.024523;113.1835;46.88305;1.299927;257.8824;-0.001172666
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_26_511.jpg;0;1;0;2.069299;113.1567;46.76081;1.302005;257.8714;-0.00116278
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_26_577.jpg;0;1;0;2.12866;113.1293;46.63593;1.305635;257.8587;-0.001140204
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_26_643.jpg;-1.931462;1;0;2.172277;113.0915;46.46561;1.305452;257.7511;-0.000777229
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_26_710.jpg;-5.934548;1;0;2.217288;113.06;46.33549;1.303269;257.2487;0.001328295
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_26_776.jpg;-5.971084;1;0;2.272113;113.0252;46.20371;1.297116;256.3819;-0.004713998
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_26_843.jpg;-1.977239;1;0;2.316864;112.9778;46.02364;1.31108;255.6559;0.000655296
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_26_909.jpg;0;1;0;2.359112;112.9418;45.88559;1.319746;255.5037;-0.0008481822
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_26_976.jpg;0;1;0;2.417668;112.9051;45.74504;1.328391;255.4668;-0.001340985
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_27_043.jpg;-4.035287;1;0;2.460481;112.8529;45.55458;1.325387;255.0901;8.536017E-05
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_27_110.jpg;-8.050547;1;0;2.502988;112.8097;45.41005;1.314785;254.2928;-0.004322045
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_27_176.jpg;-8.01743;1;0;2.555572;112.7619;45.26472;1.28964;253.093;359.951
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_27_243.jpg;-4.002471;1;0;2.599275;112.6961;45.06749;1.24923;251.933;359.9345
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_27_309.jpg;0;1;0;2.642437;112.6464;44.91615;1.239504;251.6133;359.9583
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_27_376.jpg;0;1;0;2.698445;112.596;44.76171;1.267976;251.5672;359.9883
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_27_443.jpg;0;0.7998278;0;2.736922;112.5268;44.55222;1.335421;251.5651;-0.002634901
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_27_509.jpg;0;0.6022449;0;2.767014;112.4741;44.394;1.344777;251.5635;-0.002225467
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_27_576.jpg;0;0.4024239;0;2.795118;112.4209;44.23519;1.328367;251.5595;-0.001507782
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_27_643.jpg;0;0.2026236;0;2.804063;112.3498;44.02354;1.261392;251.5477;-0.001197654
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_27_709.jpg;0;0.002691746;0;2.804615;112.2967;43.86573;1.16515;251.5368;-0.0009657108
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_27_775.jpg;0;0;0;2.793634;112.2439;43.70908;1.02883;251.5255;-0.0007667723
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_27_843.jpg;0;0;0;2.784786;112.174;43.50177;0.8024884;251.5113;-0.0003711478
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_27_909.jpg;0;0;0;2.775944;112.1219;43.34723;0.6125017;251.5011;-6.428349E-05
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_27_975.jpg;0;0;0;2.764024;112.07;43.19333;0.4148417;251.493;0.003833477
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_28_043.jpg;0;0;0;2.754986;112.0014;42.98886;0.1512801;251.4892;0.02202537
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_28_109.jpg;0;0;0.199635;2.740797;111.9507;42.83761;359.9204;251.4894;0.03973199
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_28_175.jpg;0;0;0.4020209;2.66593;111.9008;42.691;359.6346;251.469;0.005425688
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_28_242.jpg;0;0;0.5980561;2.566617;111.8392;42.50721;359.0784;251.4663;-0.002793909
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_28_308.jpg;0;0;0.7996438;2.434126;111.7966;42.38025;358.5355;251.4676;-0.00337188
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_28_375.jpg;0;0;1;2.282539;111.7549;42.25608;358.2066;251.4683;359.9938
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_28_443.jpg;0;0;1;2.167069;111.7014;42.09601;358.0504;251.4886;0.0068724
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_28_508.jpg;0;0;1;2.048478;111.662;41.97992;358.1813;251.5305;-0.003907315
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_28_575.jpg;0;0;1;1.886008;111.6243;41.86709;358.5096;251.5516;0.00487603
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_28_641.jpg;0;0;1;1.772962;111.578;41.72968;358.9882;251.567;0.0007303437
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_28_708.jpg;0;0;1;1.488921;111.5523;41.65313;358.7857;251.5632;-0.001004997
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_28_775.jpg;0;0;1;1.22597;111.5309;41.58939;358.4628;251.5571;359.9932
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_28_842.jpg;0;0;1;1.101465;111.5038;41.50899;358.3461;251.5853;-0.005676731
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_28_909.jpg;0;0;1;0.9914067;111.485;41.45284;358.4707;251.5554;1.422573E-05
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_28_975.jpg;0;0;0;0.8400429;111.467;41.39978;358.7936;251.5589;-0.003411008
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_29_041.jpg;0;0;0;0.8047858;111.4443;41.33215;359.1954;251.5577;0.009592571
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_29_108.jpg;0;0;0;0.8016993;111.4275;41.28183;359.4819;251.5577;0.01803033
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_29_174.jpg;0;0;0;0.798105;111.4109;41.23205;359.7448;251.5577;0.0253604
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_29_241.jpg;0;0;0;0.7955439;111.389;41.16666;0.05031249;251.5577;0.03330613
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_29_308.jpg;0;0;0;0.7930803;111.3729;41.11841;0.2410579;251.5577;0.0378767
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_29_374.jpg;0;0;0;0.7899156;111.3571;41.07087;0.3967229;251.5577;0.04127124
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_29_442.jpg;0;0;0;0.7876089;111.3363;41.00861;0.548853;251.5578;0.04403498
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_29_507.jpg;0;0;0;0.785374;111.3209;40.96295;0.6122723;251.5537;0.03462915
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_29_574.jpg;0;0;0;0.7825351;111.3057;40.91797;0.64096;251.5502;0.0231323
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_29_641.jpg;0;0;0;0.7803048;111.2859;40.85893;0.6347978;251.5462;0.008114216
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_29_708.jpg;0;0;0;0.7780309;111.2712;40.81523;0.6034201;251.5442;-5.845338E-05
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_29_774.jpg;0;0;0;0.7749573;111.2568;40.77193;0.5537179;251.5453;-0.0008390585
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_29_840.jpg;0;0;0;0.7726246;111.2378;40.71478;0.4654826;251.5454;-0.004566025
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_29_908.jpg;0;0.101223;0;0.7702602;111.2238;40.67293;0.3705242;251.5438;359.9929
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_29_974.jpg;1.977296;0.30021;0;0.7837846;111.2094;40.62922;0.3172083;251.5446;-0.004720103
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_30_041.jpg;6.02387;0.5025387;0;0.7929286;111.1918;40.56923;0.2669659;251.845;0.0406198
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_30_107.jpg;9.982667;0.7004786;0;0.8107502;111.1797;40.52137;0.2787136;252.3771;0.1108018
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_30_174.jpg;13.9647;0.89958;0;0.8522349;111.1686;40.47025;0.3318782;253.1592;0.1980093
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_30_240.jpg;15;1;0;0.9035717;111.1581;40.41509;0.4404233;254.0982;0.290272
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_30_307.jpg;15;1;0;0.949824;111.1449;40.33693;0.6248649;255.5093;0.3943074
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_30_373.jpg;15;1;0;0.9871067;111.1355;40.27483;0.7800613;256.6718;0.4490502
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_30_440.jpg;15;0.7993357;0;1.043075;111.1267;40.2116;0.8588059;257.8773;0.4207221
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_30_507.jpg;15;0.6001027;0;1.079458;111.1176;40.12635;0.8219108;259.5311;0.3045395
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_30_573.jpg;13.00447;0.4002638;0;1.107792;111.1122;40.06024;0.8026801;260.675;0.2473554
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_30_641.jpg;12.97218;0.1986461;0;1.126348;111.1071;39.97097;0.7669322;262.2156;0.2155566
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_30_706.jpg;8.999991;3.671646E-05;0;1.131273;111.1029;39.904;0.7247921;263.0913;0.1847227
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_30_772.jpg;5.034356;0;0;1.134304;111.0978;39.83715;0.6724738;263.5938;0.1405534
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_30_839.jpg;1.0221;0;0;1.130344;111.0917;39.77086;0.6027809;263.8315;0.08231649
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_30_907.jpg;0;0;0;1.126633;111.0825;39.68339;0.4821024;263.8593;359.9853
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_07_30_973.jpg;0;0;0;1.123053;111.0756;39.61829;0.3772751;263.8599;359.92
